J0447-04,71.8,3,-4.6,3,0.456999,5,*,0,*,0,*,0.675
J0448-2749,72.1732,3,-27.82965,3,2.220010446,8,-7.31E-16,9,-1.80E-28,400,*,1.809
J0449-7031,72.2736,3,-70.52547,9,2.086968261,7,-1.47E-14,18,*,0,*,49.7
J0450-1248,72.536588,13,-12.80197,3,2.283031271,4,-5.35E-16,3,-9.30E-28,50,*,1.774
J0451-67,73,3,-67.3,12,4.0740783,12,0,4,*,0,*,49.7
J0452-1759,73.1421071,5,-17.9898253,6,1.821695294,7,-1.91E-14,5,3.40E-27,9,*,0.4
J0453+1559,73.4392237,3,15.9892517,17,21.84273295,20,-8.88E-17,4,*,0,DDH,0.522
J0454+4529,73.74712,4,45.49631,3,0.719871435,3,-2.53E-15,11,*,0,*,0.765
J0454+5543,73.5322942,5,55.7281769,6,2.934879977,8,-2.04E-14,6,*,0,*,1.18
J0455-6951,73.9481,4,-69.85953,17,3.120877404,12,-9.95E-14,15,*,0,*,49.7
J0456-69,74.125,0,-69.16667,0,8.5416754,11,*,0,*,0,*,49.7
J0456-7031,74.0104,13,-70.5185,4,1.24979367,16,-5.73E-14,5,*,0,*,49.7
J0457+23,74.28,3,23.57,3,1.98059,0,*,0,*,0,*,1.517
J0457-6337,74.2825,4,-63.6251,3,0.400478701,4,-3.40E-17,5,*,0,*,1.333
J0457-69,74.25833,0,-69.76667,0,4.3217007,15,*,0,*,0,*,49.7
J0458-0505,74.65467,11,-5.0847,12,0.530932201,6,-1.50E-16,5,*,0,*,1.938
J0458-67,74.74583,0,-67.71667,0,0.881912,14,*,0,*,0,*,49.7
J0459-0210,74.96642,3,-2.16851,6,0.882553236,4,-1.09E-15,4,-1.90E-27,13,*,0.16
J0501+4516,75.27817,5,45.27609,4,0.173547943,10,-1.75E-13,8,6.90E-21,3,*,2
J0502+4654,75.519004,17,46.90169,3,1.56601011,5,-1.37E-14,4,1.13E-26,5,*,1.319
J0502-6617,75.7105,5,-66.2997,3,1.446651643,9,-4.83E-14,13,*,0,*,49.7
J0506+50,76.55875,0,50.50833,0,294.985251,0,*,0,*,0,*,1.383
J0509+0856,77.34264521,5,8.9402847,3,246.5581571,3,-2.68E-16,7,*,0,ELL1,0.817
J0509+37,77.2,10,37.5,3,0.400625,0,*,0,*,0,*,0.93
J0509+3801,77.3824504,11,38.02169,4,13.0648338,2,-1.35E-15,4,*,0,DDGR,1.562
J0511-6508,77.98542,9,-65.14347,9,3.10499387,8,-1.99E-15,4,*,0,*,0.818
J0514-4002A,78.5278863,9,-40.0469147,6,200.3777074,10,-2.80E-17,5,-1.53E-24,3,DDH,11.95
J0514-4002B,78.528,4,-40.04664,17,355.075809,0,*,0,*,0,*,11.95
J0514-4002C,78.52788,17,-40.04706,9,179.700978,0,*,0,*,0,*,11.95
J0514-4002D,78.528,3,-40.04672,14,219.56789,0,*,0,*,0,BT,11.95
J0514-4002E,78.5278,3,-40.04658,14,178.702264,0,*,0,*,0,BT,11.95
J0514-4002F,78.5279,5,-40.0468,3,230.978889,0,*,0,*,0,BT,11.95
