225,J1105-6107,J1105-6107,3,51598,147,971.7,0.5,0.1,0.1,Yu+2012 [ymh+12]
226,J1105-6107,J1105-6107,4,54711,21,23,1,0,0.3,"Weltevrede+2010 [wjm+10], also in Yu+2012 [ymh+12]"
227,J1105-6107,J1105-6107,5,55288,16,954.4,0.1,X,X,Yu+2012 [ymh+12]
228,J1112-6103,J1112-6103,1,51395,134,1825,25,4.7,0.4,Yu+2012 [ymh+12]
229,J1112-6103,J1112-6103,2,53337,30,1202,21,7,2,Yu+2012 [ymh+12]
230,J1112-6103,J1112-6103,3,55288,7,1793,1,6,2,Lower+2021 [ljd+21]
231,J1112-6103,J1112-6103,4,57922,6,1283,1,4.9,0.5,Lower+2021 [ljd+21]
232,J1119-6127,J1119-6127,1,51398,4,4.4,0.4,0.04,0.01,"Camilo+2004 [ckl+00], also in Yu+2012 [ymh+12]"
233,J1119-6127,J1119-6127,2,53290,X,321,33,6,1,"Weltevrede+2011 [wje11], also in Yu+2012 [ymh+12]"
234,J1119-6127,J1119-6127,3,54240,X,5419,794,197.8,0.4,"Weltevrede+2011 [wje11], also in Yu+2012 [ymh+12]"
235,J1119-6127,J1119-6127,4,57597.5,0.5,5790,200,X,X,Archibald+2016 (ATel)
236,J1123-6259,J1123-6259,1,49705.87,0.01,749,1,1,0.4,Wang+2000 [wmp+00]
237,J1124-5916,J1124-5916,1,55191,X,16,1,4.73,0.05,Ray+2011 [rkp+11]
238,J1141-3322,J1141-3322,1,50521.31,0.03,0.4,0.1,-4,5,Espinoza+2011 [elsk11]
239,J1248-6344,J1248-6344,1,56043,5,1.7,0.2,X,X,Lower+2021 [ljd+21]
240,B1254-10,J1257-1027,1,58645,144,3.017,0.019,X,X,New - Our measurement
241,B1259-63,J1302-6350,1,50691,1,3.2,0.1,2.5,0.1,Wang+2004 [wjm04]
242,J1301-6305,J1301-6305,1,51923,23,4630,17,8.6,0.1,Yu+2012 [ymh+12]
243,J1301-6305,J1301-6305,2,53383,12,2664,6,3.9,0.1,Yu+2012 [ymh+12]
244,J1301-6305,J1301-6305,3,55124,10,4169,3,5.8,0.7,Lower+2021 [ljd+21]
245,J1301-6305,J1301-6305,4,57718,6,658,3,6,0.5,Lower+2021 [ljd+21]
246,J1320-5359,J1320-5359,1,56354,10,10.5,0.1,0.2,0.2,Lower+2021 [ljd+21]
247,J1320-5359,J1320-5359,2,56737,14,246.8,0.1,0.08,0.14,Lower+2021 [ljd+21]
248,B1325-43,J1328-4357,1,43590,24,116,X,X,X,Newton+1981 [nmc81]
249,B1338-62,J1341-6220,1,47989,21,1509,1,0.2,0.1,Wang+2000 [wmp+00]
250,B1338-62,J1341-6220,2,48453,12,23,7,-0.5,0.1,Wang+2000 [wmp+00]
251,B1338-62,J1341-6220,3,48645,10,996,3,0.7,0.1,Wang+2000 [wmp+00]
252,B1338-62,J1341-6220,4,49134,22,13,13,0.6,0.2,Wang+2000 [wmp+00]
253,B1338-62,J1341-6220,5,49363,130,146,38,0.7,0.2,Wang+2000 [wmp+00]
254,B1338-62,J1341-6220,6,49523,17,37,35,-0.6,0.1,Wang+2000 [wmp+00]
255,B1338-62,J1341-6220,7,49766,2,15,2,-0.3,0.1,"Wang+2000 [wmp+00], also in Yu+2012 [ymh+12]"
256,B1338-62,J1341-6220,8,49904,16,31,1,-1.9,0.4,"Wang+2000 [wmp+00], also in Yu+2012 [ymh+12]"
257,B1338-62,J1341-6220,9,50008,16,1648,3,3.3,0.4,"Wang+2000 [wmp+00], also in Yu+2012 [ymh+12]"
258,B1338-62,J1341-6220,10,50322,1,30,1,0.6,0.1,"Wang+2000 [wmp+00], also in Yu+2012 [ymh+12]"
259,B1338-62,J1341-6220,11,50529,1,23,1,1,0.4,"Wang+2000 [wmp+00], also in Yu+2012 [ymh+12]"
260,B1338-62,J1341-6220,12,50683,13,708,1,1.2,0.3,"Wang+2000 [wmp+00], also in Yu+2012 [ymh+12]"
261,B1338-62,J1341-6220,13,51144,11,170,1,X,X,Yu+2012 [ymh+12]
262,B1338-62,J1341-6220,14,51617,165,1121.5,0.8,X,X,Yu+2012 [ymh+12]
263,B1338-62,J1341-6220,15,52093,53,480,4,X,X,Yu+2012 [ymh+12]
264,B1338-62,J1341-6220,16,52250,16,454.5,0.7,X,X,Yu+2012 [ymh+12]
265,B1338-62,J1341-6220,17,52788,17,219.2,0.2,-8.3,0.3,Yu+2012 [ymh+12]
266,B1338-62,J1341-6220,18,53232,10,277,3,X,X,Yu+2012 [ymh+12]
267,B1338-62,J1341-6220,19,53471,17,985,6,X,X,Yu+2012 [ymh+12]
268,B1338-62,J1341-6220,20,54128,16,194,0.8,5,0.1,Yu+2012 [ymh+12]
269,B1338-62,J1341-6220,21,54468,18,3078.2,0.3,X,X,"Weltevrede+2010 [wjs10], also in Yu+2012 [ymh+12]"
270,B1338-62,J1341-6220,22,54870,11,3066.7,0.3,X,X,"Weltevrede+2010 [wjs10], also in Yu+2012 [ymh+12]"
271,B1338-62,J1341-6220,23,55088,16,1579,2,X,X,Yu+2012 [ymh+12]
272,B1338-62,J1341-6220,24,55484,11,2.4,0.3,0.49,0.01,Lower+2021 [ljd+21]
273,B1338-62,J1341-6220,25,55835,7,329,0.4,0.98,0.02,Lower+2021 [ljd+21]
274,B1338-62,J1341-6220,26,56098,12,151.2,0.4,0.22,0.04,Lower+2021 [ljd+21]
275,B1338-62,J1341-6220,27,56386,5,96,1,X,X,Lower+2021 [ljd+21]
276,B1338-62,J1341-6220,28,56479,9,37,2,X,X,Lower+2021 [ljd+21]
277,B1338-62,J1341-6220,29,56602,12,1709.7,0.3,1.06,0.1,Lower+2021 [ljd+21]
278,B1338-62,J1341-6220,30,57357,9,28.7,0.7,0.25,0.09,Lower+2021 [ljd+21]
279,B1338-62,J1341-6220,31,57492,1,21.7,0.1,0.8,0.1,Lower+2021 [ljd+21]
280,B1338-62,J1341-6220,32,57647,13,706,1,0.77,0.09,Lower+2021 [ljd+21]
281,B1338-62,J1341-6220,33,57880,14,60,3,X,X,Lower+2021 [ljd+21]
282,J1357-6429,J1357-6429,1,52021,8,2428,1,6.3,0.1,"Espinoza+2011 [elsk11], also in Camilo+2004 [cml+04]"
283,J1357-6429,J1357-6429,2,54803,17,1752,7,2.8,2.8,Weltevrede+2010 [wjm+10]
284,J1357-6429,J1357-6429,3,55576,10,4860,3,14.7,0.8,Lower+2021 [ljd+21]
285,J1357-6429,J1357-6429,4,57795,22,2250,11,7,2,Lower+2021 [ljd+21]
286,J1357-6429,J1357-6429,5,58148,15,1930,5,X,X,Lower+2021 [ljd+21]
287,J1406-6121,J1406-6121,1,56193,10,143.5,1.6,2,4,Lower+2021 [ljd+21]
288,J1410-6132,J1410-6132,1,54652,19,272.6,0.5,-3.31,0.05,Weltevrede+2010 [wjm+10]
289,J1412-6145,J1412-6145,1,51868,10,7253,3,18,2,Yu+2012 [ymh+12]
290,J1413-6205,J1413-6205,1,54735,X,1730,X,X,X,Belfore+2011 [3rd Fermi symp.]
291,J1413-6141,J1413-6141,1,51290,3,39,4,X,X,Yu+2012 [ymh+12]
292,J1413-6141,J1413-6141,2,51463,9,970,2,X,X,Yu+2012 [ymh+12]
293,J1413-6141,J1413-6141,3,51796.3,0.4,59.7,0.4,-0.3,0,Yu+2012 [ymh+12]
294,J1413-6141,J1413-6141,4,52092,53,811,2,0.3,0.6,Yu+2012 [ymh+12]
295,J1413-6141,J1413-6141,5,52899.4,0.3,46.9,0.8,X,X,Yu+2012 [ymh+12]
296,J1413-6141,J1413-6141,6,53125,24,1410,5,X,X,Yu+2012 [ymh+12]
297,J1413-6141,J1413-6141,7,54286,18,2409.8,1.1,0.4,0.4,Yu+2012 [ymh+12]
298,J1413-6141,J1413-6141,8,55744,7,235,2,X,X,Lower+2021 [ljd+21]
299,J1413-6141,J1413-6141,9,56147,12,200,3,X,X,Lower+2021 [ljd+21]
300,J1413-6141,J1413-6141,10,56567,5,371,2,X,X,Lower+2021 [ljd+21]
301,J1413-6141,J1413-6141,11,56975,8,30,2,X,X,Lower+2021 [ljd+21]
302,J1413-6141,J1413-6141,12,57236,4,266,2,X,X,Lower+2021 [ljd+21]
303,J1413-6141,J1413-6141,13,57509,10,356,2,X,X,Lower+2021 [ljd+21]
304,J1413-6141,J1413-6141,14,57838,6,2137,2,X,X,Lower+2021 [ljd+21]
305,J1420-6048,J1420-6048,1,51600,77,1146.2,30,3.8,0.1,Yu+2012 [ymh+12]
306,J1420-6048,J1420-6048,2,52754,16,2019,13,6.6,0.9,Yu+2012 [ymh+12]
307,J1420-6048,J1420-6048,3,53725,9,1270,4,3.9,0.3,Yu+2012 [ymh+12]
308,J1420-6048,J1420-6048,4,54652,20,937.1,0.3,2.95,0.01,"Weltevrede+2011 [wje11], also in Yu+2012 [ymh+12]"
309,J1420-6048,J1420-6048,5,55410,19,1346,0.2,X,X,Yu+2012 [ymh+12]
310,J1420-6048,J1420-6048,6,56267,6,1954.2,0.3,5.7,0.2,Lower+2021 [ljd+21]
311,J1420-6048,J1420-6048,7,57210,8,1210,2,9,7,Lower+2021 [ljd+21]
312,B1449-64,J1453-6413,1,54552,4,0.3,0.02,0.6,0.1,Yu+2012 [ymh+12]
313,J1452-6036,J1452-6036,1,55055.22,0.04,29,0.2,0.19,0,Yu+2012 [ymh+12]
314,J1452-6036,J1452-6036,2,57115,6,0.13,0.03,X,X,Lower+2021 [ljd+21]
315,J1524-5625,J1524-5625,1,55745,7,2977,0.7,15.5,0.9,Lower+2021 [ljd+21]
316,B1508+55,J1509+5531,1,41732,58,0.2,0.1,-6,1,Manchester+1974 [mt74]
317,B1530+27,J1532+2745,1,49732,3,0.29,0.04,-1,2,Espinoza+2011 [elsk11]
318,J1531-5610,J1531-5610,1,51731,51,2637,11,25,10,Yu+2012 [ymh+12]
319,B1535-56,J1539-5626,1,48165,15,2793,1,1,1,Johnston+1995 [jml+95]
320,B1610-50,J1614-5048,1,49803,16,6460,80,9.7,0.2,Wang+2000 [wmp+00]
321,B1610-50,J1614-5048,2,53013,24,6242,37,9.14,0.04,Yu+2012 [ymh+12]
322,B1610-50,J1614-5048,3,55734,2,4098,3,3,1,Lower+2021 [ljd+21]
323,B1610-50,J1614-5048,4,56443,11,5949,9,X,X,Lower+2021 [ljd+21]
324,J1617-5055,J1617-5055,1,46960,760,600,5,X,X,Torii+2000 [tgv+00]
325,J1617-5055,J1617-5055,2,54747,7,334,3,9,11,Lower+2021 [ljd+21]
326,J1617-5055,J1617-5055,3,55164,9,11,2,0.8,0.6,Lower+2021 [ljd+21]
327,J1617-5055,J1617-5055,4,55316,6,68,2,2.2,0.6,Lower+2021 [ljd+21]
328,J1617-5055,J1617-5055,5,55873,11,55,2,1.1,0.6,Lower+2021 [ljd+21]
329,J1617-5055,J1617-5055,6,56267,6,2068,2,13.2,0.7,Lower+2021 [ljd+21]
330,J1635-2614,J1635-2614,1,56472,3,0.71,0.03,0.1,0.2,Basu+2021 [bsa+21]; also in Burgay+2019 (as J1636-2614) [bsb+19]
331,B1641-45,J1644-4559,1,43390,63,191,1,2,1,Manchester et al. (1978) [mngh7]
332,B1641-45,J1644-4559,2,46453,35,803.6,0.1,0.5,0.3,Flanagan (1993) [fla93]
333,B1641-45,J1644-4559,3,47589,4,1.61,0.04,1.1,0.1,Flanagan (1993) [fla93]
334,B1641-45,J1644-4559,4,56600,14,717.4,0.3,0.4,0.5,Lower+2021 [ljd+21]
335,B1643-43,J1646-4346,1,53876,73,885,5,1.5,0.4,Yu+2012 [ymh+12]
336,B1643-43,J1646-4346,2,55288,7,8591,6,16,9,Lower+2021 [ljd+21]
337,J1650-4502,J1650-4502,1,57778,8,12767,2,290,80,Lower+2021 [ljd+21]
338,J1702-4128,J1702-4128,1,57719,6,3090,1,10,2,Lower+2021 [ljd+21]
339,J1702-4310,J1702-4310,1,53943,169,4810,104,17,13,Yu+2012 [ymh+12]
340,J1702-4310,J1702-4310,2,57510,10,3129,4,5,2,Lower+2021 [ljd+21]
341,B1702-19,J1705-1906,1,48902,1,0.4,0.1,1,1,Espinoza+2011 [elsk11]
342,B1702-19,J1705-1906,2,55171,3,0.28,0.03,X,X,Basu+2021 [bsa+21]
343,B1702-19,J1705-1906,3,55955,1,0.3,0.03,X,X,Basu+2021 [bsa+21]
344,B1702-19,J1705-1906,4,57954,10,0.18,0.05,X,X,Basu+2021 [bsa+21]
345,J1705-3423,J1705-3423,1,51956,1,0.59,0.04,1,1,Espinoza+2011 [elsk11]
346,J1705-3423,J1705-3423,2,54408,2,0.57,0.04,3,1,"Espinoza+2011 [elsk11], also in Yuan+2010 [ywml10]"
347,J1705-3423,J1705-3423,3,55503,1,0.6,0.1,5,1,New - Our measurement
348,J1705-3950,J1705-3950,1,58236,14,9331,6,61,11,Lower+2021 [ljd+21]
349,B1706-44,J1709-4429,1,48775,15,2057,2,4,0.1,Johnston+1995 [jml+95]
350,B1706-44,J1709-4429,2,51488,37,1167,17,6.2,0.2,Yu+2012 [ymh+12]
351,B1706-44,J1709-4429,3,52716,57,2872,26,8,0.1,Yu+2012 [ymh+12]
352,B1706-44,J1709-4429,4,54710,22,2749.7,0.1,4.95,0.01,Weltevrede+2010 [wjm+10]
353,B1706-44,J1709-4429,5,58176,6,52.4,0.1,X,X,Lower+2018 [lfb+18]
354,1RXS_J1708-4009,J1708-4008,1,51445,X,561,33,5,3,Dib+2008 [dkg08]
355,1RXS_J1708-4009,J1708-4008,2,52016,X,4202,44,620,1,Dib+2008 [dkg08]
356,1RXS_J1708-4009,J1708-4008,3,52990,X,308,44,0,0,Dib+2008 [dkg08]
357,1RXS_J1708-4009,J1708-4008,4,53366,X,572,66,12,8,Dib+2008 [dkg08]
358,1RXS_J1708-4009,J1708-4008,5,53549,X,2707,99,12,12,Dib+2008 [dkg08]
359,1RXS_J1708-4009,J1708-4008,6,53636,X,737,33,-36,3,Dib+2008 [dkg08]
360,B1717-16,J1720-1633,1,51169,1,1.5,0.2,8,3,Espinoza+2011 [elsk11]
361,J1718-3825,J1718-3825,1,54911,2,1.94,0.03,-0.12,0.04,Yu+2012 [ymh+12]
362,J1718-3825,J1718-3825,2,57950,7,7.1,0.1,X,X,Lower+2021 [ljd+21]
363,B1718-35,J1721-3532,1,49971,2,7.5,0.3,0.3,0.4,Espinoza+2011 [elsk11]
364,J1718-3718,J1718-3718,1,54610,244,33250,10,6,1,Manchestre+2011 [mh11]
365,B1727-33,J1730-3350,1,48000,10,3033,8,4,6,Johnston+1995 [jml+95]
366,B1727-33,J1730-3350,2,52107,19,3202,1,5.9,0.1,"Espinoza+2011 [elsk11], also in Yu+2012 [ymh+12]"
367,B1727-33,J1730-3350,3,55908,30,2254,1,5.3,0.5,Basu+2021 [bsa+21]; also in Lower+2021 [ljd+21]
368,B1727-33,J1730-3350,4,58398,1,5.9,0.5,X,X,New - Our measurement
369,B1727-47,J1731-4744,1,49387.2,0.1,137,1,1.5,0.4,"Espinoza+2011 [elsk11], also in D’Alessandro+1997 [dm97],Yu+2012 [ymh+12]"
370,B1727-47,J1731-4744,2,50718.1,0.1,4.4,0.2,4,1,"Espinoza+2011 [elsk11], also in Wang+2000 [wmp+00],Yu+2012 [ymh+12]"
371,B1727-47,J1731-4744,3,52472.7,0.02,126.4,0.3,3.4,0.2,"Espinoza+2011 [elsk11], also in Yu+2012 [ymh+12]"
372,B1727-47,J1731-4744,4,53582,6,2.7,0.1,0.2,0.2,Yu+2012 [ymh+12]
373,B1727-47,J1731-4744,5,56975,8,6.4,0.3,X,X,Lower+2021 [ljd+21]
374,B1727-47,J1731-4744,6,57984,20,3147.7,0.1,X,X,Jankowski+17 (ATEL #10770); also in Basu+2019 [bkj+19]
375,J1730-3353,J1730-3353,1,54004,1,68.9,0.7,X,X,New - Our measurement
376,J1734-3333,J1734-3333,1,56340,4,90,10,1,1,Basu+2021 [bsa+21]
377,J1734-3333,J1734-3333,2,58944,8,24,1,X,X,New - agl
378,B1736-29,J1739-2903,1,46965,1,3.3,0.2,1.7,1,"Espinoza+2011 [elsk11], also in Shemar+1996 [sl96]"
379,B1737-30,J1740-3015,1,46991,19,421,4,3.4,0.2,"Espinoza+2011 [elsk11], also in McKenna+1990 [ml90] Zou+2008 [zwm+08]"
380,B1737-30,J1740-3015,2,47289,7,31,5,11,12,"Espinoza+2011 [elsk11], also in McKenna+1990 [ml90], Zou+2008 [zwm+08]"
381,B1737-30,J1740-3015,3,47337,27,7,4,3,12,"Espinoza+2011 [elsk11], also in McKenna+1990 [ml90], Zou+2008 [zwm+08]"
382,B1737-30,J1740-3015,4,47466,8,26,2,0,3,"Espinoza+2011 [elsk11], also in McKenna+1990 [ml90], Zou+2008 [zwm+08]"
383,B1737-30,J1740-3015,5,47670.22,0.01,600,1,3,1,"Espinoza+2011 [elsk11], also in McKenna+1990 [ml90], Zou+2008 [zwm+08]"
384,B1737-30,J1740-3015,6,48158,1,10,1,12,2,Espinoza+2011 [elsk11]
385,B1737-30,J1740-3015,7,48191.69,0,659,7,57,13,"Espinoza+2011 [elsk11], also in Shemar+1996 [sl96], Zou+2008 [zwm+08]"
386,B1737-30,J1740-3015,8,48218,2,48,10,8,12,"Shemar+1996 [sl96], also in Zou+2008 [zwm+08]"
387,B1737-30,J1740-3015,9,48431.3,0.4,16,2,3,2,"Espinoza+2011 [elsk11], also in Shemar+1996 [sl96], Zou+2008 [zwm+08]"
388,B1737-30,J1740-3015,10,49047.5,0.5,17,1,2,1,"Espinoza+2011 [elsk11], also in Shemar+1996 [sl96], Zou+2008 [zwm+08]"
389,B1737-30,J1740-3015,11,49239.07,0.02,169.7,0.2,1.3,0.2,"Espinoza+2011 [elsk11], also in Shemar+1996 [sl96], Zou+2008 [zwm+08]"
390,B1737-30,J1740-3015,12,49459,2,10,1,2,1,"Espinoza+2011 [elsk11], also in Krawczyk+2003 [klgj03], Zou+2008 [zwm+08]"
391,B1737-30,J1740-3015,13,49542.3,0.1,6,1,1,1,"Espinoza+2011 [elsk11], also in Krawczyk+2003 [klgj03], Zou+2008 [zwm+08]"
392,B1737-30,J1740-3015,14,50574.83,0.01,442.5,0.3,2.4,0.1,"Espinoza+2011 [elsk11], also in Krawczyk+2003 [klgj03], Zou+2008 [zwm+08]"
393,B1737-30,J1740-3015,15,50939,6,1444,1,1.8,0.1,"Espinoza+2011 [elsk11], also in Krawczyk+2003 [klgj03], Urama (2002) [ura02], Zou+2008 [zwm+08], Yu+2012 [ymh+12]"
394,B1737-30,J1740-3015,16,51685,21,0.7,0.4,0.1,0.1,Janssen+2006 [js06]
395,B1737-30,J1740-3015,17,51827,2,0.9,0.3,0.1,0.2,"Espinoza+2011 [elsk11], also in Janssen+2006 [js06]"
396,B1737-30,J1740-3015,18,52048,9,2,3,1,2,"Espinoza+2011 [elsk11], also in Janssen+2006 [js06]"
397,B1737-30,J1740-3015,19,52245,2,4,1,-1,2,"Espinoza+2011 [elsk11], also in Janssen+2006 [js06], Zou+2008 [zwm+08]"
398,B1737-30,J1740-3015,20,52266,0.2,16,1,-3,1,"Espinoza+2011 [elsk11], also in Janssen+2006 [js06], Zou+2008 [zwm+08]"
399,B1737-30,J1740-3015,21,52346.6,0.1,158,0.4,1,1,"Espinoza+2011 [elsk11], also in Janssen+2006 [js06], Zou+2008 [zwm+08], Yu+2012 [ymh+12]"
400,B1737-30,J1740-3015,22,52576,3,0.9,0.2,-0.1,0.1,"Espinoza+2011 [elsk11], also in Janssen+2006 [js06]"
401,B1737-30,J1740-3015,23,52779.7,0.04,1.7,0.2,-0.1,0.2,"Espinoza+2011 [elsk11], also in Janssen+2006 [js06]"
402,B1737-30,J1740-3015,24,52858.78,0.03,18.6,0.3,1.4,0.4,"Espinoza+2011 [elsk11], also in Janssen+2006 [js06], Zou+2008 [zwm+08]"
403,B1737-30,J1740-3015,25,52942.5,0.1,20.2,0.2,1.5,0.3,"Espinoza+2011 [elsk11], also in Janssen+2006 [js06], Zou+2008 [zwm+08]"
404,B1737-30,J1740-3015,26,53023.52,0,1850.9,0.3,2.4,0.4,"Espinoza+2011 [elsk11], also in Zou+2008 [zwm+08], Yu+2012 [ymh+12]"
405,B1737-30,J1740-3015,27,53473.56,1,0.8,0.2,0.2,0.2,Espinoza+2011 [elsk11]
406,B1737-30,J1740-3015,28,54450.19,0.01,45.9,0.3,4,1,"Espinoza+2011 [elsk11], also in Yuan+2010 [ywml10], Weltevrede+2010 [wjm+10], Yu+2012 [ymh+12]"
407,B1737-30,J1740-3015,29,54695.19,0.02,3,0.2,1,0,"Espinoza+2011 [elsk11], also in Yuan+2010 [ywml10]"
408,B1737-30,J1740-3015,30,54810.9,0.1,5.2,0.3,1,0,Espinoza+2011 [elsk11]
409,B1737-30,J1740-3015,31,54928.6,0.1,2.3,0.2,1,0,Espinoza+2011 [elsk11]
410,B1737-30,J1740-3015,32,55213,75,2663,3,1.2,0.3,Basu+2021 [bsa+21]; also Yu+2012 [ymh+12]
411,B1737-30,J1740-3015,33,55936.4,0.2,18.3,0.6,0.4,0.2,Basu+2021 [bsa+21]
412,B1737-30,J1740-3015,34,57346,0.6,1.94,0.02,0,0,Jankowski+2016; also Basu+2019 [bkj+19]
413,B1737-30,J1740-3015,35,57468.599,0.005,229.4,0.4,1.2,0.4,"Basu+2021 [bsa+21]; also Jankowski+2016, Basu+2019 [bkj+19]"
414,B1737-30,J1740-3015,36,58241,8,837.9,0.7,2,0.3,Basu+2021 [bsa+21]; also Basu+2019 [bkj+19]
415,B1737-30,J1740-3015,37,59934.8,0.1,328.3,0.5,1.37,0.18,New - Our measurement
416,J1737-3102,J1737-3102,1,57087,2,18,1,X,X,Basu+2021 [bsa+21]
417,J1737-3137,J1737-3137,1,51559,2,4,1,0,1,Espinoza+2011 [elsk11]
418,J1737-3137,J1737-3137,2,53040,12,234,1,2.9,0.2,Espinoza+2011 [elsk11]
419,J1737-3137,J1737-3137,3,54348,4,1342.4,0.2,1.4,0.2,"Espinoza+2011 [elsk11], also in Weltevrede+2010 [wjm+10], Yu+2012 [ymh+12]"
420,J1737-3137,J1737-3137,4,57115,3,7,0.7,0,X,Basu+2021 [bsa+21]; also in Lower+2021 [ljd+21]
421,J1737-3137,J1737-3137,5,58147,42,4498,1,1.3,0.1,Basu+2021 [bsa+21]; also in Lower+2021 [ljd+21]
422,J1737-3137,J1737-3137,6,58858.8,0.2,1.53,0.07,0.5,0.18,New - Our measurement; also in Lower+2021 [ljd+21]
423,J1737-3137,J1737-3137,7,59848,29,215.6,0.6,1.22,0.25,New - Our measurement
424,B1740-31,J1743-3150,1,49572,1,2.2,0.4,2,1,Espinoza+2011 [elsk11]
425,J1740+1000,J1740+1000,1,54747.6,0.1,1.2,0.4,1,1,Espinoza+2011 [elsk11]
426,J1740+1000,J1740+1000,2,56164,10,2910.9,0.4,11,1,Basu+2021 [bsa+21]
427,J1746-2856,J1746-2856,1,57038,1,24.4,0.4,2.1,0.32,Basu+2021 [bsa+21]
428,J1751-3323,J1751-3323,1,53004,6,2.3,0.3,-1,1,Yuan+2010 [ywml10]
429,J1751-3323,J1751-3323,2,54435,8,3,1,-1,3,Yuan+2010 [ywml10]
430,J1751-3323,J1751-3323,3,57019,1,13,1,-5,2,Basu+2021 [bsa+21]
431,J1751-3323,J1751-3323,4,58438,3,3.4,0.8,27,4,Basu+2019 [bkj+19]
432,B1754-24,J1757-2421,1,55716,21,7807,1,6.3,0.5,Basu+2021 [bsa+21]
433,B1757-24,J1801-2451,1,49476,3,1987.9,0.3,4.6,0.1,"Espinoza+2011 [elsk11], also inWang+2000 [wmp+00], Yu+2012 [ymh+12]"
434,B1757-24,J1801-2451,2,50651,3,1247.4,0.3,4.7,0.2,"Espinoza+2011 [elsk11], also inWang+2000 [wmp+00], Yu+2012 [ymh+12]"
435,B1757-24,J1801-2451,3,52055,7,3755.8,0.4,6.8,0.1,"Espinoza+2011 [elsk11], also in Yu+2012 [ymh+12]"
436,B1757-24,J1801-2451,4,53033.25,0.02,17.4,0.2,1.4,0.1,"Espinoza+2011 [elsk11], also in Yu+2012 [ymh+12]"
437,B1757-24,J1801-2451,5,54661,2,3101,1,9.3,0.1,"Espinoza+2011 [elsk11], also in Weltevrede+2010 [wjm+10], Yu+2012 [ymh+12]"
438,B1757-24,J1801-2451,6,56979,36,2413,0.4,5.3,0.8,Basu+2021 [bsa+21]; also in Lower+2021 [ljd+21]
439,B1757-24,J1801-2451,7,58564.76,0.007,2250.9,2.8,3.82,0.15,New - Our measurement
440,B1758-03,J1801-0357,1,48000,1,3.1,0.1,2,2,"Espinoza+2011 [elsk11], also in Krawczyk+2003 [klgj03]"
441,B1758-23,J1801-2304,1,46907,21,216.3,0.2,-0.5,0.1,"Espinoza+2011 [elsk11], also in Kaspi+1993 [klm+9]"
442,B1758-23,J1801-2304,2,47855,24,230.7,0.3,-0.3,0.2,"Espinoza+2011 [elsk11], also in Kaspi+1993 [klm+9]"
443,B1758-23,J1801-2304,3,48453.95,0.04,348,1,0,2,"Espinoza+2011 [elsk11], also in Wang+2000 [wmp+00], Yu+2012 [ymh+12]"
444,B1758-23,J1801-2304,4,49701.7,0.3,66,2,2,2,"Espinoza+2011 [elsk11], also in Wang+2000 [wmp+00], Yu+2012 [ymh+12]"
445,B1758-23,J1801-2304,5,50055.3,0.5,22,1,-2,1,"Espinoza+2011 [elsk11], also in Krawczyk+2003 [klgj03], Yu+2012 [ymh+12]"
446,B1758-23,J1801-2304,6,50363.06,0.02,81,1,2,2,"Espinoza+2011 [elsk11], also in Krawczyk+2003 [klgj03], Yu+2012 [ymh+12]"
447,B1758-23,J1801-2304,7,50939,6,6,3,4,5,"Espinoza+2011 [elsk11], also in Yu+2012 [ymh+12]"
448,B1758-23,J1801-2304,8,52093,26,646.7,0.2,0.9,0.2,"Espinoza+2011 [elsk11], also in Yu+2012 [ymh+12]"
449,B1758-23,J1801-2304,9,53306.98,0.01,497,1,-1,1,"Espinoza+2011 [elsk11], also in Yuan+2010 [ywml10]"
450,B1758-23,J1801-2304,10,55360,3,2.9,0.7,X,X,Basu+2021 [bsa+21]; also Yu+2012 [ymh+12]
451,B1758-23,J1801-2304,11,55841,3,1.7,0.5,X,X,Basu+2021 [bsa+21]; also in Lower+2021 [ljd+21]
452,B1758-23,J1801-2304,12,56149.024,0.08,513.8,0.4,1.2,0.7,Basu+2021 [bsa+21]; also in Lower+2021 [ljd+21]
453,B1758-23,J1801-2304,13,57586.2,0.1,48.67,0.05,0.79,0.03,Basu+2021 [bsa+21]; also in Lower+2021 [ljd+21]
454,B1758-23,J1801-2304,14,58846,6,5,0.6,X,X,New - Our measurement
455,B1758-23,J1801-2304,15,58993.5,0.7,374,5,X,X,New - Our measurement
456,B1800-21,J1803-2137,1,48245,11,4074.4,0.3,9.3,0.1,"Espinoza+2011 [elsk11], also in Shemar+1996 [sl96]"
457,B1800-21,J1803-2137,2,50264.1,0.1,7.1,0.2,0.5,0.1,"Espinoza+2011 [elsk11], also in Krawczyk+2003 [klgj03]"
458,B1800-21,J1803-2137,3,50777,4,3184,1,8,0.2,"Espinoza+2011 [elsk11], also inWang+2000 [wmp+00], Yu+2012 [ymh+12]"
459,B1800-21,J1803-2137,4,53429,1,3929.3,0.4,10.6,0.1,"Espinoza+2011 [elsk11], also in Yuan+2010 [ywml10], Yu+2012 [ymh+12]"
460,B1800-21,J1803-2137,5,55775,2,4793,3,18.6,0.3,New - Our measurement; also in Lower+2021 [ljd+21]
461,B1800-21,J1803-2137,6,58958,40,4960.6,1.3,8.5,0.3,New - Our measurement
462,J1806-2125,J1806-2125,1,51708,123,15773.1,12.3,37,3,"Espinoza+2011 [elsk11], also in Hobbs+2002 [hlj+02]"
