Jname,RA_deg,RA_err,dec_deg,dec_err,F0,F0_err,F1,F1_err,F2,F2_err,binary_model,dist,MJD,dF_F,dF1_F1,E_naive,E_mountain,E_superfluid
J0007+7303,1.7571,9.0,73.0521,3.0,3.165827392,3.0,-3.61e-12,5.0,4.1e-23,7.0,*,1.4,54953.0,554.0,1.0,2.1920172443580728e+41,,6.071887766871861e+37
J0007+7303,1.7571,9.0,73.0521,3.0,3.165827392,3.0,-3.61e-12,5.0,4.1e-23,7.0,*,1.4,55466.0,1260.0,*,4.9854543824750386e+41,,*
J0146+6145,26.5934,5.0,61.75078,20.0,0.115088121,5.0,-2.64e-14,6.0,*,0.0,*,3.6,51141.0,650.0,14.0,3.398866388037104e+38,,7.890225543657563e+33
J0146+6145,26.5934,5.0,61.75078,20.0,0.115088121,5.0,-2.64e-14,6.0,*,0.0,*,3.6,53809.0,1627.0,11.6,8.507624020517489e+38,,5.966338052319809e+34
J0147+5922,26.9360142,5.0,59.3675789,3.0,5.093688845,4.0,-6.66e-15,2.0,3.39e-26,12.0,*,2.128,53682.0,0.056,-0.21,5.736045500261242e+37,,-7.648060667014989e+30
J0157+6212,29.4580975,5.0,62.2074022,3.0,0.425216181,11.0,-3.42e-14,9.0,*,0.0,*,1.786,48512.0,4.0,-11.0,2.8552181344028044e+37,,-5.191305698914191e+30
J0157+6212,29.4580975,5.0,62.2074022,3.0,0.425216181,11.0,-3.42e-14,9.0,*,0.0,*,1.786,58283.0,2.6,*,1.855891787361823e+37,,*
J0205+6449,31.4080103,7.0,64.8281484,3.0,15.2170109,2.0,-4.49e-11,9.0,5.85e-21,5.0,*,3.2,52555.0,340.0,5.0,3.108116988698372e+42,,1.0567597761574462e+38
J0205+6449,31.4080103,7.0,64.8281484,3.0,15.2170109,2.0,-4.49e-11,9.0,5.85e-21,5.0,*,3.2,52920.0,3800.0,12.0,3.4737778108981796e+43,,5.500148200588784e+39
J0205+6449,31.4080103,7.0,64.8281484,3.0,15.2170109,2.0,-4.49e-11,9.0,5.85e-21,5.0,*,3.2,54907.0,1761.0,12.0,1.6098217697346566e+43,,1.1812067235428042e+39
J0205+6449,31.4080103,7.0,64.8281484,3.0,15.2170109,2.0,-4.49e-11,9.0,5.85e-21,5.0,*,3.2,55719.0,126.0,3.0,1.1518315899293965e+42,,2.4188463388517327e+37
J0205+6449,31.4080103,7.0,64.8281484,3.0,15.2170109,2.0,-4.49e-11,9.0,5.85e-21,5.0,*,3.2,55836.0,2933.0,13.0,2.681207978780095e+43,,3.024608846831545e+39
J0205+6449,31.4080103,7.0,64.8281484,3.0,15.2170109,2.0,-4.49e-11,9.0,5.85e-21,5.0,*,3.2,56854.0,84.0,3.0,7.678877266195977e+41,,1.075042817267437e+37
J0205+6449,31.4080103,7.0,64.8281484,3.0,15.2170109,2.0,-4.49e-11,9.0,5.85e-21,5.0,*,3.2,57345.0,527.0,5.0,4.817581332482475e+42,,2.5388653622182644e+38
J0205+6449,31.4080103,7.0,64.8281484,3.0,15.2170109,2.0,-4.49e-11,9.0,5.85e-21,5.0,*,3.2,57696.75,43.0,*,3.9308538386479406e+41,,*
J0205+6449,31.4080103,7.0,64.8281484,3.0,15.2170109,2.0,-4.49e-11,9.0,5.85e-21,5.0,*,3.2,58320.0,3140.0,20.0,2.8704374542684957e+43,,2.2532934016007693e+39
J0215+6218,33.98595,4.0,62.30927,3.0,1.821892453,9.0,-2.2e-15,9.0,3.2e-26,6.0,*,2.004,55965.0,0.06,*,7.862424004872444e+36,,*
J0358+5413,59.7238492,9.0,54.2204956,9.0,6.394511093,3.0,-1.8e-13,2.0,4.1e-25,9.0,*,1.0,46082.0,6.0,6.0,9.685580996646939e+39,,4.84279049832347e+33
J0358+5413,59.7238492,9.0,54.2204956,9.0,6.394511093,3.0,-1.8e-13,2.0,4.1e-25,9.0,*,1.0,46470.0,4366.0,430.0,7.047874438560088e+42,,3.5780255579945743e+37
J0406+6138,61.6253358,9.0,61.6448356,3.0,1.681870312,2.0,-1.58e-14,8.0,*,0.0,*,4.545,53041.0,0.62,0.5,6.9236711997000155e+37,,4.2926761438140085e+31
J0417+35,64.43,7.0,35.75,9.0,1.52812,8.0,*,0.0,*,0.0,*,1.48,57053.63,24.54,3.4,2.2622948908477165e+39,,8.164223032559262e+33
J0502+4654,75.519004,17.0,46.90169,3.0,1.56601011,5.0,-1.37e-14,4.0,1.13e-26,5.0,*,1.319,52616.0,0.33,0.7,3.194940683607108e+37,,7.530931611359611e+30
J0525+1115,81.485201,5.0,11.2553,20.0,2.82137114,10.0,-5.86e-16,4.0,-3.3e-28,7.0,*,1.841,56010.4,0.312,0.6,9.804710387000237e+37,,2.549224700620062e+31
J0528+2200,82.21777,4.0,22.0011,6.0,0.266984253,2.0,-2.86e-15,1.0,*,0.0,*,1.215,42051.5,1.9,13.0,5.346685409559213e+36,,3.907193183908654e+29
J0528+2200,82.21777,4.0,22.0011,6.0,0.266984253,2.0,-2.86e-15,1.0,*,0.0,*,1.215,52296.0,2.3,7.0,6.472303390519046e+36,,1.0633069855852719e+30
J0528+2200,82.21777,4.0,22.0011,6.0,0.266984253,2.0,-2.86e-15,1.0,*,0.0,*,1.215,53379.0,0.2,*,5.628089904799172e+35,,*
J0528+2200,82.21777,4.0,22.0011,6.0,0.266984253,2.0,-2.86e-15,1.0,*,0.0,*,1.215,53980.0,0.5,0.1,1.407022476199793e+36,,3.5175561904994825e+30
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,40491.8,7.2,0.44,2.5491573578147376e+41,,2.085674201848422e+36
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,41161.98,1.9,0.17,6.726943027566668e+40,,3.7591740448166676e+35
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,41250.32,2.1,0.11,7.435042293626319e+40,,7.097085825734213e+35
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,42447.26,35.7,1.6,1.263957189916474e+42,,1.4101022400005663e+37
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,46663.69,6.0,0.5,2.124297798178948e+41,,1.274578678907369e+36
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,47767.504,81.0,3.4,2.86780202754158e+42,,3.4160582975127654e+37
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,48945.6,4.2,0.32,1.4870084587252638e+41,,9.758493010384544e+35
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,50020.04,2.1,0.2,7.435042293626319e+40,,3.9033972041538166e+35
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,50260.031,31.9,1.73,1.1294183293651405e+42,,1.0412845290967627e+37
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,50458.94,6.1,1.1,2.1597027614819304e+41,,5.9882667477453535e+35
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,50489.7,0.8,-0.2,2.8323970642385976e+40,,-5.664794128477196e+34
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,50812.59,6.2,0.62,2.195107724784913e+41,,1.0975538623924571e+36
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,51452.02,6.8,0.7,2.4075375046028078e+41,,1.1693753593785068e+36
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,51740.656,25.1,2.9,8.8866457890486e+41,,3.845772574226204e+36
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,51804.75,3.5,0.53,1.2391737156043862e+41,,4.091611325108822e+35
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,52084.072,22.6,2.07,8.001521706474038e+41,,4.3679804484616737e+36
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,52146.758,8.9,0.57,3.1510417339654395e+41,,2.460023809850212e+36
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,52498.257,3.4,0.7,1.2037687523014039e+41,,2.923438398446267e+35
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,52587.2,1.7,0.5,6.0188437615070195e+40,,1.0232034394561934e+35
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,53067.078,214.0,6.2,7.576662146838248e+42,,1.3075852414704718e+38
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,53254.109,4.9,0.2,1.7348432018461412e+41,,2.1251829222615227e+36
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,53331.17,2.8,0.7,9.913389724835089e+40,,1.9826779449670177e+35
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,53970.19,21.8,3.1,7.718282000050178e+41,,2.7138475419531274e+36
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,54580.38,4.7,0.2,1.664033275240176e+41,,1.955239098407207e+36
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,55875.49,39.0,0.23,1.3807935688163163e+42,,1.1706728083442683e+38
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,57839.8,2.2,*,7.789091926656143e+40,,*
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,58064.555,516.37,6.969,1.8282060900761059e+43,,6.7730720241971494e+38
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,58237.357,4.08,0.46,1.4445225027616846e+41,,6.406143273117036e+35
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,58470.7,2.3,*,8.143141559685967e+40,,*
J0534+2200,83.63322,3.0,22.014461,17.0,29.946923,1.0,-3.78e-10,2.0,1.11e-20,5.0,*,2.0,58687.565,31.7,0.341,1.1223373367045441e+42,,5.216729262981531e+37
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,51278.0,687.0,1.0,1.0434380712269319e+44,,3.5842097746645106e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,51562.0,450.0,0.7,6.834747191442785e+43,,2.196883025820895e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,51711.0,315.0,0.6,4.784323034009949e+43,,1.2558847964276116e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,51826.0,140.0,0.5,2.1263657928933109e+43,,2.9769121100506345e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,51881.0,140.0,0.7,2.1263657928933109e+43,,2.1263657928933105e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,51960.0,454.0,0.8,6.895500499811165e+43,,1.956598266821418e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,52152.0,2.3,*,3.493315231181867e+41,,*
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,52170.0,184.0,0.8,2.7946521849454944e+43,,3.2138500126873174e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,52241.0,426.0,0.2,6.470227341232503e+43,,6.890792118412614e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,52378.0,168.0,0.4,2.551638951471973e+43,,5.358441798091143e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,52453.0,218.0,0.4,3.311055306076727e+43,,9.022625709059081e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,52545.0,420.0,0.5,6.379097378679932e+43,,2.679220899045571e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,52731.0,146.0,0.6,2.2174957554458812e+43,,2.697953169125822e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,52807.0,255.0,0.6,3.8730234084842444e+43,,8.230174743029019e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,52886.0,234.6,0.44,3.5631815358055045e+43,,9.499118048863311e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,53014.0,338.0,0.7,5.1336545571281365e+43,,1.2394108859352212e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,53125.5,17.0,0.4,2.582015605656163e+42,,5.486783162019345e+37
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,53145.0,391.1,0.19,5.940154725718385e+43,,6.113669771653843e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,53288.0,395.0,0.7,5.999389201377556e+43,,1.6926848103886676e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,53445.0,260.0,0.9,3.9489650439447195e+43,,5.70406061903126e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,53550.0,321.0,0.7,4.87545299656252e+43,,1.1178717227832634e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,53696.0,409.0,0.7,6.212025780666887e+43,,1.8147989602091113e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,53861.0,235.0,0.8,3.569256866642343e+43,,5.242346022880942e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,53951.3,18.0,0.3,2.733898876577114e+42,,8.201696629731345e+37
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,53999.0,352.0,0.4,5.346291136417468e+43,,2.3523681000236854e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,54094.0,371.0,0.1,5.634869351167273e+43,,1.0452682646415293e+41
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,54243.0,1.0,*,1.5188327092095078e+41,,*
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,54271.0,488.0,0.8,7.411903620942397e+43,,2.260630604387431e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,54448.0,239.0,0.8,3.630010175010723e+43,,5.422327698922267e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,54538.0,114.0,0.5,1.7314692884988388e+43,,1.9738749888886757e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,54578.0,147.0,0.0,2.232684082537976e+43,,*
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,54639.0,128.7,0.4,1.9547376967526365e+43,,3.1446842696508034e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,54712.0,105.0,0.5,1.594774344669983e+43,,1.6745130619034818e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,54767.0,362.0,0.6,5.498174407338418e+43,,1.6586159462137561e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,54895.0,341.0,0.5,5.179219538404421e+43,,1.766113862595907e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,55043.0,217.0,0.8,3.295866978984632e+43,,4.4700195902479064e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,55184.0,209.0,1.1,3.174360362247871e+43,,3.015642344135478e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,55280.0,549.0,0.3,8.338391573560197e+43,,7.629628289807584e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,55451.0,169.0,0.4,2.5668272785640682e+43,,5.4224226259665927e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,55519.0,122.0,0.4,1.8529759052355991e+43,,2.825788255484289e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,55552.0,8.0,-2.0,1.2150661673676062e+42,,-2.4301323347352125e+36
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,55587.0,87.0,1.0,1.3213844570122717e+43,,5.748022388003381e+38
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,55615.0,453.0,0.2,6.880312172719071e+43,,7.791953535604345e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,55786.1,14.0,-0.2,2.1263657928933106e+42,,-7.442280275126588e+37
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,55819.0,346.0,0.9,5.255161173864896e+43,,1.0101587589762522e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,58083.0,260.51,0.75,3.956711090761688e+43,,6.871752041695515e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,58152.0,581.94,0.8,8.83869506797381e+43,,3.214743879910425e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,58363.0,126.5,1.2,1.921323377150027e+43,,1.0126975300394936e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,58424.0,409.0,1.0,6.212025780666887e+43,,1.2703592721463778e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,58566.0,148.7,0.45,2.258504238594538e+43,,3.731550891988976e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,58637.0,435.92,0.43,6.620895545986086e+43,,3.3560241702398317e+40
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,58807.0,122.3,1.1,1.8575324033632278e+43,,1.032619149687831e+39
J0537-6910,84.4476,5.0,-69.17219,17.0,62.0261896,13.0,-1.99e-10,4.0,6.1e-21,3.0,*,49.7,58868.0,388.0,1.2,5.89307091173289e+43,,9.527131307301507e+39
J0540-6919,85.04667,4.0,-69.331714,14.0,19.77468603,7.0,-1.87e-10,8.0,3.77e-21,5.0,*,49.7,51335.0,1.4,0.133,2.161259752162432e+40,,1.1375051327170695e+35
J0601-0527,90.49573,9.0,-5.4641308,12.0,2.525449143,3.0,-8.3e-15,3.0,2.42e-26,5.0,*,2.083,51665.2,0.2,-0.7,5.035782761001529e+37,,-7.193975372859329e+30
J0601-0527,90.49573,9.0,-5.4641308,12.0,2.525449143,3.0,-8.3e-15,3.0,2.42e-26,5.0,*,2.083,54347.0,0.05,0.2,1.2589456902503823e+37,,1.5736821128129783e+30
J0611+1436,92.8277,6.0,14.6144,12.0,3.699189834,5.0,-5.47e-14,5.0,*,0.0,*,0.807,55818.0,5575.4,*,3.011958649532324e+42,,*
J0613-0200,93.43323292,10.0,-2.013121504,20.0,326.600562,1.0,-1.02e-15,19.0,*,0.0,T2,0.78,50888.0,0.0025,0.16,1.052770242748565e+40,,8.224767521473164e+31
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,50183.5,4.7,-0.7,2.2401440658246256e+39,,-7.520483649554101e+33
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,50480.1,4.2,0.1,2.0018308673326438e+39,,4.203844821398553e+34
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,50608.277,57.3,1.2,2.731069254718107e+40,,6.520427845639483e+35
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,50729.0,1662.7,3.5,7.92486710265235e+41,,1.8823823616542947e+38
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,51909.7,1.4,0.26,6.672769557775478e+38,,1.7965148809395518e+33
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,52852.5,17.6,2.48,8.388624586917746e+39,,2.976608724390168e+34
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,53230.1,1.6,0.4,7.626022351743406e+38,,1.5252044703486813e+33
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,53366.0,1.9,0.3,9.055901542695294e+38,,2.8677021551868434e+33
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,53622.6,1.1,0.2,5.242890366823591e+38,,1.4417948508764874e+33
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,54099.0,0.4,-0.2,1.9065055879358515e+38,,-1.906505587935852e+32
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,54170.4,1.6,-0.1,7.626022351743406e+38,,-6.100817881394727e+33
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,54632.53,43.2,3.3,2.0590260349707193e+40,,1.3477261319808346e+35
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,55119.35,9.4,0.2,4.480288131649251e+39,,1.052867710937574e+35
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,55276.7,7.5,*,3.5746979773797214e+39,,*
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,55702.0,3277.9,2.7,1.562333666673732e+42,,9.483654677758935e+38
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,58341.7,27.8,*,1.3250213836154166e+40,,*
J0631+1036,97.864683,17.0,10.61736,9.0,3.474634898,1.0,-1.26e-12,2.0,1.66e-22,12.0,*,2.105,58352.13,96.4,1.3,4.594678466925402e+40,,1.7035654008138797e+36
J0633+1746,98.475637,12.0,17.770252,12.0,4.217639624,35.0,-1.95e-13,81.0,*,0.0,*,0.19,50382.0,0.6,*,4.213567198913413e+38,,*
J0659+1414,104.950817,13.0,14.23872,9.0,2.597884229,2.0,-3.71e-13,8.0,7.64e-25,4.0,*,0.288,50197.0,0.6,0.3,1.598639626898351e+38,,1.5986396268983512e+32
J0659+1414,104.950817,13.0,14.23872,9.0,2.597884229,2.0,-3.71e-13,8.0,7.64e-25,4.0,*,0.288,51017.0,1.3,2.0,3.463719191613094e+38,,1.1257087372742558e+32
J0726-2612,111.53383,17.0,-26.2106,3.0,0.290502726,4.0,-2.47e-14,4.0,*,0.0,*,2.9,56913.0,2.8,-0.6,9.328636961515658e+36,,-2.176681957686987e+31
J0726-2612,111.53383,17.0,-26.2106,3.0,0.290502726,4.0,-2.47e-14,4.0,*,0.0,*,2.9,58791.0,510.0,1.7,1.6991445894189234e+39,,2.548716884128385e+35
J0729-1448,112.31854,9.0,-14.8102,3.0,3.973635498,19.0,-1.79e-12,6.0,2e-23,6.0,*,2.681,52010.0,24.8,1.6,1.5459216202694356e+40,,1.1980892557088127e+35
J0729-1448,112.31854,9.0,-14.8102,3.0,3.973635498,19.0,-1.79e-12,6.0,2e-23,6.0,*,2.681,54317.7,23.0,4.0,1.4337176317014924e+40,,4.1219381911417912e+34
